2025-05-10 02:25:04,971 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:47:06,629 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:47:12,791 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:47:23,029 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:47:27,195 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:47:33,350 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:47:43,509 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:47:47,658 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:47:53,816 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:48:04,046 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:48:08,206 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:48:14,358 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:48:24,518 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:48:28,682 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:48:34,855 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:48:45,015 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:48:49,173 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:48:55,337 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:49:05,497 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:49:09,661 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:49:15,825 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:49:25,972 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:49:30,250 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:49:36,418 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:49:46,569 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:49:50,724 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:49:56,879 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:50:07,043 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:50:11,271 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:50:17,428 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:50:27,592 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:50:31,762 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:50:37,930 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:50:48,100 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:50:52,356 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:50:58,516 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:51:08,683 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:51:12,845 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:51:19,007 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:51:29,166 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:51:33,374 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:51:39,528 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:51:49,697 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:51:53,861 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:52:00,016 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:52:10,180 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:52:14,332 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:52:20,542 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:52:30,712 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:52:34,876 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:52:41,044 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:52:51,204 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:52:55,363 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:53:01,740 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:53:11,907 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:53:16,065 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:53:22,221 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:53:32,387 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:53:36,549 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:53:42,789 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:53:52,954 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:53:57,113 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:54:03,272 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:54:13,440 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:54:17,599 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:54:23,782 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:54:33,936 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:54:38,092 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:54:44,254 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:54:54,412 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:54:58,588 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:55:04,820 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:55:14,977 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:55:19,139 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:55:25,303 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:55:35,459 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:55:39,619 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:55:45,851 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:55:55,998 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:56:00,157 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:56:06,314 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:56:16,470 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:56:20,627 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:56:26,787 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:56:36,942 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:56:41,160 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:56:47,319 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:56:57,472 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:57:01,634 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:57:07,804 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:57:17,964 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:57:22,131 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:57:28,292 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:57:38,453 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:57:42,618 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:57:48,767 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 05:57:58,936 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:58:03,098 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:58:09,252 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 05:58:19,406 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:58:23,567 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:58:29,732 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 05:58:39,892 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:58:44,048 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:58:50,220 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 05:59:00,379 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:59:04,533 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:59:10,693 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 05:59:20,837 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:59:25,016 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:59:31,260 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 05:59:41,423 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:59:45,577 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 05:59:51,735 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:00:01,893 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:00:06,055 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:00:12,283 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:00:22,439 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:00:26,866 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:00:33,025 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:00:43,252 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:00:47,421 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:00:53,582 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:01:03,742 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:01:07,894 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:01:14,046 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:01:31,220 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:01:35,434 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:01:41,596 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:01:51,756 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:01:55,916 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:02:02,068 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:02:12,230 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:02:16,394 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:02:22,560 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:02:32,730 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:02:36,892 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:02:43,046 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:02:53,202 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:02:57,350 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:03:03,511 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:03:13,668 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:03:17,819 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:03:23,975 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:03:34,133 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:03:38,500 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:03:44,681 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:03:54,845 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:03:59,009 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:04:05,165 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:04:15,315 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:04:19,472 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:04:25,635 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:04:35,803 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:04:40,184 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:04:46,345 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:04:56,511 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:05:00,667 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:05:06,855 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:05:17,020 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:05:21,178 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:05:27,336 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:05:37,737 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:05:41,906 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:05:48,057 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:05:58,214 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:06:02,386 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:06:08,541 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:06:18,691 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:06:22,933 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:06:29,096 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:06:39,259 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:06:43,417 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:06:49,571 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:06:59,740 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:07:03,906 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:07:10,078 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:07:20,240 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:07:24,400 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:07:30,568 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:07:40,729 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:07:45,011 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:07:51,163 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:08:01,334 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:08:05,489 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:08:11,655 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:08:21,815 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:08:25,965 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:08:32,123 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:08:42,282 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:08:46,660 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:08:52,800 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:09:02,958 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:09:07,170 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:09:13,329 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:09:23,487 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:09:27,648 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:09:33,812 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:09:43,975 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:09:48,200 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:09:54,366 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:10:04,528 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:10:08,686 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:10:14,848 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:10:25,004 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:10:29,162 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:10:35,352 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:10:45,515 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:10:49,673 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:10:55,824 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:11:05,975 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:11:10,127 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:11:16,283 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:11:26,437 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:11:30,594 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:11:36,751 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.529726295458538, 114.1134729938289)
2025-05-10 06:11:46,916 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:11:51,087 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:11:57,241 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.515270575975155, 114.06577765278918)
2025-05-10 06:12:07,521 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:12:11,692 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:12:17,839 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.304425501999223, 114.16498506919883)
2025-05-10 06:12:28,000 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:12:32,162 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:12:38,370 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.500009325541157, 113.9449225833629)
2025-05-10 06:12:48,526 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:12:52,692 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:12:58,848 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.510301854924847, 114.07403675592798)
2025-05-10 06:13:09,027 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:13:13,195 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:13:19,352 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.53757547810692, 114.1286652284366)
2025-05-10 06:13:29,514 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
2025-05-10 06:13:33,733 - ERROR: API错误:REQUEST_DENIED | 口岸:(22.552929052352503, 114.1536201621786)
